Tue Nov 27 01:38:56 -02 2018
k=6 min=6 exploredSolutions=1 branchedSolutions=0 limitsChecked=47
k=6 min=6 exploredSolutions=162500000 branchedSolutions=2224965387 limitsChecked=1559663857
k=6 min=6 exploredSolutions=162600000 branchedSolutions=2227211204 limitsChecked=1561061053
k=6 min=6 exploredSolutions=162700000 branchedSolutions=2229454739 limitsChecked=1562458257
k=6 min=6 exploredSolutions=162800000 branchedSolutions=2231698258 limitsChecked=1563855455
k=6 min=6 exploredSolutions=162900000 branchedSolutions=2233941776 limitsChecked=1565252653
k=6 min=6 exploredSolutions=163000000 branchedSolutions=2236185317 limitsChecked=1566649859
k=6 min=6 exploredSolutions=163100000 branchedSolutions=2238428825 limitsChecked=1568047053
k=6 min=6 exploredSolutions=163200000 branchedSolutions=2240674095 limitsChecked=1569444259
k=6 min=6 exploredSolutions=163300000 branchedSolutions=2242919341 limitsChecked=1570841457
k=6 min=6 exploredSolutions=163400000 branchedSolutions=2245164039 limitsChecked=1572238665
k=6 min=6 exploredSolutions=163500000 branchedSolutions=2247407547 limitsChecked=1573635859
k=6 min=6 exploredSolutions=163600000 branchedSolutions=2249653370 limitsChecked=1575033057
k=6 min=6 exploredSolutions=163700000 branchedSolutions=2251898633 limitsChecked=1576430261
k=6 min=6 exploredSolutions=163800000 branchedSolutions=2254142717 limitsChecked=1577827455
k=6 min=6 exploredSolutions=163900000 branchedSolutions=2256386269 limitsChecked=1579224665
k=6 min=6 exploredSolutions=164000000 branchedSolutions=2258629787 limitsChecked=1580621863
k=6 min=6 exploredSolutions=164100000 branchedSolutions=2260873290 limitsChecked=1582019055
k=6 min=6 exploredSolutions=164200000 branchedSolutions=2263116825 limitsChecked=1583416259
k=6 min=6 exploredSolutions=164300000 branchedSolutions=2265360372 limitsChecked=1584813467
k=6 min=6 exploredSolutions=164400000 branchedSolutions=2267603896 limitsChecked=1586210667
k=6 min=6 exploredSolutions=164500000 branchedSolutions=2269847409 limitsChecked=1587607863
k=6 min=6 exploredSolutions=164600000 branchedSolutions=2272090922 limitsChecked=1589005059
k=6 min=6 exploredSolutions=164700000 branchedSolutions=2274334463 limitsChecked=1590402265
k=6 min=6 exploredSolutions=164800000 branchedSolutions=2276577988 limitsChecked=1591799465
k=6 min=6 exploredSolutions=164900000 branchedSolutions=2278821517 limitsChecked=1593196667
k=6 min=6 exploredSolutions=165000000 branchedSolutions=2281065030 limitsChecked=1594593863
k=6 min=6 exploredSolutions=165100000 branchedSolutions=2283308544 limitsChecked=1595991059
k=6 min=6 exploredSolutions=165200000 branchedSolutions=2285552090 limitsChecked=1597388267
k=6 min=6 exploredSolutions=165300000 branchedSolutions=2287795609 limitsChecked=1598785465
k=6 min=6 exploredSolutions=165400000 branchedSolutions=2290039732 limitsChecked=1600182673
k=6 min=6 exploredSolutions=165500000 branchedSolutions=2292284973 limitsChecked=1601579869
k=6 min=6 exploredSolutions=165600000 branchedSolutions=2294530796 limitsChecked=1602977067
k=6 min=6 exploredSolutions=165700000 branchedSolutions=2296774331 limitsChecked=1604374271
k=6 min=6 exploredSolutions=165800000 branchedSolutions=2299019008 limitsChecked=1605771471
k=6 min=6 exploredSolutions=165900000 branchedSolutions=2301264260 limitsChecked=1607168671
k=6 min=6 exploredSolutions=166000000 branchedSolutions=2303509511 limitsChecked=1608565871
k=6 min=6 exploredSolutions=166100000 branchedSolutions=2305753052 limitsChecked=1609963077
k=6 min=6 exploredSolutions=166200000 branchedSolutions=2307996561 limitsChecked=1611360271
k=6 min=6 exploredSolutions=166300000 branchedSolutions=2310240085 limitsChecked=1612757471
k=6 min=6 exploredSolutions=166400000 branchedSolutions=2312483619 limitsChecked=1614154675
k=6 min=6 exploredSolutions=166500000 branchedSolutions=2314727127 limitsChecked=1615551869
k=6 min=6 exploredSolutions=166600000 branchedSolutions=2316972984 limitsChecked=1616949079
k=6 min=6 exploredSolutions=166700000 branchedSolutions=2319218801 limitsChecked=1618346275
k=6 min=6 exploredSolutions=166800000 branchedSolutions=2321462315 limitsChecked=1619743471
k=6 min=6 exploredSolutions=166900000 branchedSolutions=2323706719 limitsChecked=1621140677
k=6 min=6 exploredSolutions=167000000 branchedSolutions=2325951683 limitsChecked=1622537877
k=6 min=6 exploredSolutions=167100000 branchedSolutions=2328197517 limitsChecked=1623935079
k=6 min=6 exploredSolutions=167200000 branchedSolutions=2330441025 limitsChecked=1625332273
k=6 min=6 exploredSolutions=167300000 branchedSolutions=2332684566 limitsChecked=1626729479
k=6 min=6 exploredSolutions=167400000 branchedSolutions=2334928084 limitsChecked=1628126677
k=6 min=6 exploredSolutions=167500000 branchedSolutions=2337171603 limitsChecked=1629523875
k=6 min=6 exploredSolutions=167600000 branchedSolutions=2339415138 limitsChecked=1630921079
k=6 min=6 exploredSolutions=167700000 branchedSolutions=2341658663 limitsChecked=1632318279
k=6 min=6 exploredSolutions=167800000 branchedSolutions=2343902188 limitsChecked=1633715479
k=6 min=6 exploredSolutions=167900000 branchedSolutions=2346145723 limitsChecked=1635112683
k=6 min=6 exploredSolutions=168000000 branchedSolutions=2348389230 limitsChecked=1636509877
k=6 min=6 exploredSolutions=168100000 branchedSolutions=2350632776 limitsChecked=1637907085
k=6 min=6 exploredSolutions=168200000 branchedSolutions=2352876284 limitsChecked=1639304279
k=6 min=6 exploredSolutions=168300000 branchedSolutions=2355119809 limitsChecked=1640701479
k=6 min=6 exploredSolutions=168400000 branchedSolutions=2357363350 limitsChecked=1642098685
k=6 min=6 exploredSolutions=168500000 branchedSolutions=2359606857 limitsChecked=1643495879
k=6 min=6 exploredSolutions=168600000 branchedSolutions=2361850392 limitsChecked=1644893083
k=6 min=6 exploredSolutions=168700000 branchedSolutions=2364093905 limitsChecked=1646290279
k=6 min=6 exploredSolutions=168800000 branchedSolutions=2366337454 limitsChecked=1647687487
k=6 min=6 exploredSolutions=168900000 branchedSolutions=2368580978 limitsChecked=1649084687
k=6 min=6 exploredSolutions=169000000 branchedSolutions=2370824507 limitsChecked=1650481889
k=6 min=6 exploredSolutions=169100000 branchedSolutions=2373068030 limitsChecked=1651879089
k=6 min=6 exploredSolutions=169200000 branchedSolutions=2375311539 limitsChecked=1653276283
k=6 min=6 exploredSolutions=169300000 branchedSolutions=2377555075 limitsChecked=1654673487
k=6 min=6 exploredSolutions=169400000 branchedSolutions=2379798609 limitsChecked=1656070691
k=6 min=6 exploredSolutions=169500000 branchedSolutions=2382042129 limitsChecked=1657467889
k=6 min=6 exploredSolutions=169600000 branchedSolutions=2384285652 limitsChecked=1658865089
k=6 min=6 exploredSolutions=169700000 branchedSolutions=2386529182 limitsChecked=1660262291
k=6 min=6 exploredSolutions=169800000 branchedSolutions=2388772691 limitsChecked=1661659485
k=6 min=6 exploredSolutions=169900000 branchedSolutions=2391016237 limitsChecked=1663056693
k=6 min=6 exploredSolutions=170000000 branchedSolutions=2393259761 limitsChecked=1664453893
k=6 min=6 exploredSolutions=170100000 branchedSolutions=2395503279 limitsChecked=1665851091
k=6 min=6 exploredSolutions=170200000 branchedSolutions=2397746804 limitsChecked=1667248291
k=6 min=6 exploredSolutions=170300000 branchedSolutions=2399990334 limitsChecked=1668645493
k=6 min=6 exploredSolutions=170400000 branchedSolutions=2402233858 limitsChecked=1670042693
k=6 min=6 exploredSolutions=170500000 branchedSolutions=2404477377 limitsChecked=1671439891
k=6 min=6 exploredSolutions=170600000 branchedSolutions=2406720906 limitsChecked=1672837093
k=6 min=6 exploredSolutions=170700000 branchedSolutions=2408964442 limitsChecked=1674234297
k=6 min=6 exploredSolutions=170800000 branchedSolutions=2411207950 limitsChecked=1675631491
k=6 min=6 exploredSolutions=170900000 branchedSolutions=2413451479 limitsChecked=1677028693
k=6 min=6 exploredSolutions=171000000 branchedSolutions=2415695010 limitsChecked=1678425895
k=6 min=6 exploredSolutions=171100000 branchedSolutions=2417938544 limitsChecked=1679823099
k=6 min=6 exploredSolutions=171200000 branchedSolutions=2420182069 limitsChecked=1681220299
k=6 min=6 exploredSolutions=171300000 branchedSolutions=2422425577 limitsChecked=1682617493
k=6 min=6 exploredSolutions=171400000 branchedSolutions=2424669112 limitsChecked=1684014697
k=6 min=6 exploredSolutions=171500000 branchedSolutions=2426912643 limitsChecked=1685411899
k=6 min=6 exploredSolutions=171600000 branchedSolutions=2429156160 limitsChecked=1686809097
k=6 min=6 exploredSolutions=171700000 branchedSolutions=2431399690 limitsChecked=1688206299
k=6 min=6 exploredSolutions=171800000 branchedSolutions=2433643204 limitsChecked=1689603495
k=6 min=6 exploredSolutions=171900000 branchedSolutions=2435886728 limitsChecked=1691000695
k=6 min=6 exploredSolutions=172000000 branchedSolutions=2438130269 limitsChecked=1692397901
k=6 min=6 exploredSolutions=172100000 branchedSolutions=2440373786 limitsChecked=1693795099
k=6 min=6 exploredSolutions=172200000 branchedSolutions=2442433113 limitsChecked=1695079804
k=6 min=6 exploredSolutions=172300000 branchedSolutions=2443474840 limitsChecked=1695868594
k=6 min=6 exploredSolutions=172400000 branchedSolutions=2444519665 limitsChecked=1696657394
k=6 min=6 exploredSolutions=172500000 branchedSolutions=2445564446 limitsChecked=1697446176
k=6 min=6 exploredSolutions=172600000 branchedSolutions=2446588509 limitsChecked=1698234966
k=6 min=6 exploredSolutions=172700000 branchedSolutions=2447612587 limitsChecked=1699023762
k=6 min=6 exploredSolutions=172800000 branchedSolutions=2448636614 limitsChecked=1699812538
k=6 min=6 exploredSolutions=172900000 branchedSolutions=2449681439 limitsChecked=1700601338
k=6 min=6 exploredSolutions=173000000 branchedSolutions=2450726219 limitsChecked=1701390120
k=6 min=6 exploredSolutions=173100000 branchedSolutions=2451750283 limitsChecked=1702178910
k=6 min=6 exploredSolutions=173200000 branchedSolutions=2452800275 limitsChecked=1702967704
k=6 min=6 exploredSolutions=173300000 branchedSolutions=2453839898 limitsChecked=1703756496
k=6 min=6 exploredSolutions=173400000 branchedSolutions=2454863966 limitsChecked=1704545288
k=6 min=6 exploredSolutions=173500000 branchedSolutions=2455888039 limitsChecked=1705334082
k=6 min=6 exploredSolutions=173600000 branchedSolutions=2456912068 limitsChecked=1706122858
k=6 min=6 exploredSolutions=173700000 branchedSolutions=2457936135 limitsChecked=1706911650
k=6 min=6 exploredSolutions=173800000 branchedSolutions=2458960219 limitsChecked=1707700448
k=6 min=6 exploredSolutions=173900000 branchedSolutions=2459984267 limitsChecked=1708489232
k=6 min=6 exploredSolutions=174000000 branchedSolutions=2461008341 limitsChecked=1709278026
k=6 min=6 exploredSolutions=174100000 branchedSolutions=2462032414 limitsChecked=1710066820
k=6 min=6 exploredSolutions=174200000 branchedSolutions=2463056464 limitsChecked=1710855604
k=6 min=6 exploredSolutions=174300000 branchedSolutions=2464080526 limitsChecked=1711644394
k=6 min=6 exploredSolutions=174400000 branchedSolutions=2465125323 limitsChecked=1712433182
k=6 min=6 exploredSolutions=174500000 branchedSolutions=2466170132 limitsChecked=1713221976
k=6 min=6 exploredSolutions=174600000 branchedSolutions=2467194188 limitsChecked=1714010764
k=6 min=6 exploredSolutions=174700000 branchedSolutions=2468248541 limitsChecked=1714799548
k=6 min=6 exploredSolutions=174800000 branchedSolutions=2469283789 limitsChecked=1715588344
k=6 min=6 exploredSolutions=174900000 branchedSolutions=2470307857 limitsChecked=1716377136
k=6 min=6 exploredSolutions=175000000 branchedSolutions=2471331905 limitsChecked=1717165920
k=6 min=6 exploredSolutions=175100000 branchedSolutions=2472356031 limitsChecked=1717954722
k=6 min=6 exploredSolutions=175200000 branchedSolutions=2473411151 limitsChecked=1718743506
k=6 min=6 exploredSolutions=175300000 branchedSolutions=2474445569 limitsChecked=1719532290
k=6 min=6 exploredSolutions=175400000 branchedSolutions=2475490372 limitsChecked=1720321082
k=6 min=6 exploredSolutions=175500000 branchedSolutions=2476535188 limitsChecked=1721109878
k=6 min=6 exploredSolutions=175600000 branchedSolutions=2477559252 limitsChecked=1721898668
k=6 min=6 exploredSolutions=175700000 branchedSolutions=2478583309 limitsChecked=1722687456
k=6 min=6 exploredSolutions=175800000 branchedSolutions=2479607388 limitsChecked=1723476252
k=6 min=6 exploredSolutions=175900000 branchedSolutions=2480631428 limitsChecked=1724265032
k=6 min=6 exploredSolutions=176000000 branchedSolutions=2481655506 limitsChecked=1725053828
k=6 min=6 exploredSolutions=176100000 branchedSolutions=2482679554 limitsChecked=1725842612
k=6 min=6 exploredSolutions=176200000 branchedSolutions=2483703623 limitsChecked=1726631404
k=6 min=6 exploredSolutions=176300000 branchedSolutions=2484727701 limitsChecked=1727420200
k=6 min=6 exploredSolutions=176400000 branchedSolutions=2485751729 limitsChecked=1728208976
k=6 min=6 exploredSolutions=176500000 branchedSolutions=2486775813 limitsChecked=1728997774
k=6 min=6 exploredSolutions=176600000 branchedSolutions=2487799897 limitsChecked=1729786572
k=6 min=6 exploredSolutions=176700000 branchedSolutions=2488823931 limitsChecked=1730575350
k=6 min=6 exploredSolutions=176800000 branchedSolutions=2489848003 limitsChecked=1731364144
k=6 min=6 exploredSolutions=176900000 branchedSolutions=2490872087 limitsChecked=1732152942
k=6 min=6 exploredSolutions=177000000 branchedSolutions=2491896127 limitsChecked=1732941722
k=6 min=6 exploredSolutions=177100000 branchedSolutions=2492920205 limitsChecked=1733730518
k=6 min=6 exploredSolutions=177200000 branchedSolutions=2493944268 limitsChecked=1734519308
k=6 min=6 exploredSolutions=177300000 branchedSolutions=2494968310 limitsChecked=1735308090
k=6 min=6 exploredSolutions=177400000 branchedSolutions=2495992394 limitsChecked=1736096888
k=6 min=6 exploredSolutions=177500000 branchedSolutions=2497016428 limitsChecked=1736885666
k=6 min=6 exploredSolutions=177600000 branchedSolutions=2498040507 limitsChecked=1737674462
k=6 min=6 exploredSolutions=177700000 branchedSolutions=2499064564 limitsChecked=1738463250
k=6 min=6 exploredSolutions=177800000 branchedSolutions=2500088640 limitsChecked=1739252044
k=6 min=6 exploredSolutions=177900000 branchedSolutions=2501112708 limitsChecked=1740040836
k=6 min=6 exploredSolutions=178000000 branchedSolutions=2502136781 limitsChecked=1740829630
k=6 min=6 exploredSolutions=178100000 branchedSolutions=2503160831 limitsChecked=1741618414
k=6 min=6 exploredSolutions=178200000 branchedSolutions=2504184872 limitsChecked=1742407196
k=6 min=6 exploredSolutions=178300000 branchedSolutions=2505208961 limitsChecked=1743195996
k=6 min=6 exploredSolutions=178400000 branchedSolutions=2506233009 limitsChecked=1743984780
k=6 min=6 exploredSolutions=178500000 branchedSolutions=2507257083 limitsChecked=1744773574
k=6 min=6 exploredSolutions=178600000 branchedSolutions=2508281156 limitsChecked=1745562368
k=6 min=6 exploredSolutions=178700000 branchedSolutions=2509305206 limitsChecked=1746351152
k=6 min=6 exploredSolutions=178800000 branchedSolutions=2510329268 limitsChecked=1747139942
k=6 min=6 exploredSolutions=178900000 branchedSolutions=2511374101 limitsChecked=1747928744
k=6 min=6 exploredSolutions=179000000 branchedSolutions=2512418880 limitsChecked=1748717526
k=6 min=6 exploredSolutions=179100000 branchedSolutions=2513453304 limitsChecked=1749506314
k=6 min=6 exploredSolutions=179200000 branchedSolutions=2514507945 limitsChecked=1750295098
k=6 min=6 exploredSolutions=179300000 branchedSolutions=2515532537 limitsChecked=1751083894
k=6 min=6 exploredSolutions=179400000 branchedSolutions=2516556605 limitsChecked=1751872686
k=6 min=6 exploredSolutions=179500000 branchedSolutions=2517580653 limitsChecked=1752661470
k=6 min=6 exploredSolutions=179600000 branchedSolutions=2518615430 limitsChecked=1753450270
k=6 min=6 exploredSolutions=179700000 branchedSolutions=2519670282 limitsChecked=1754239062
k=6 min=6 exploredSolutions=179800000 branchedSolutions=2520694317 limitsChecked=1755027840
k=6 min=6 exploredSolutions=179900000 branchedSolutions=2521739120 limitsChecked=1755816632
k=6 min=6 exploredSolutions=180000000 branchedSolutions=2522783930 limitsChecked=1756605426
k=6 min=6 exploredSolutions=180100000 branchedSolutions=2523807989 limitsChecked=1757394214
k=6 min=6 exploredSolutions=180200000 branchedSolutions=2524832061 limitsChecked=1758183008
k=6 min=6 exploredSolutions=180300000 branchedSolutions=2525856125 limitsChecked=1758971798
k=6 min=6 exploredSolutions=180400000 branchedSolutions=2526880175 limitsChecked=1759760582
k=6 min=6 exploredSolutions=180500000 branchedSolutions=2527904258 limitsChecked=1760549380
k=6 min=6 exploredSolutions=180600000 branchedSolutions=2528928291 limitsChecked=1761338158
k=6 min=6 exploredSolutions=180700000 branchedSolutions=2529952381 limitsChecked=1762126958
k=6 min=6 exploredSolutions=180800000 branchedSolutions=2530976438 limitsChecked=1762915746
k=6 min=6 exploredSolutions=180900000 branchedSolutions=2532000471 limitsChecked=1763704524
k=6 min=6 exploredSolutions=181000000 branchedSolutions=2533024560 limitsChecked=1764493324
k=6 min=6 exploredSolutions=181100000 branchedSolutions=2534064186 limitsChecked=1765282118
k=6 min=6 exploredSolutions=181200000 branchedSolutions=2535114160 limitsChecked=1766070904
k=6 min=6 exploredSolutions=181300000 branchedSolutions=2536138212 limitsChecked=1766859690
k=6 min=6 exploredSolutions=181400000 branchedSolutions=2537183037 limitsChecked=1767648490
k=6 min=6 exploredSolutions=181500000 branchedSolutions=2538227818 limitsChecked=1768437272
k=6 min=6 exploredSolutions=181600000 branchedSolutions=2539251886 limitsChecked=1769226064
k=6 min=6 exploredSolutions=181700000 branchedSolutions=2540275964 limitsChecked=1770014860
k=6 min=6 exploredSolutions=181800000 branchedSolutions=2541299991 limitsChecked=1770803636
k=6 min=6 exploredSolutions=181900000 branchedSolutions=2542344816 limitsChecked=1771592436
k=6 min=6 exploredSolutions=182000000 branchedSolutions=2543389625 limitsChecked=1772381230
k=6 min=6 exploredSolutions=182100000 branchedSolutions=2544430843 limitsChecked=1773170008
k=6 min=6 exploredSolutions=182200000 branchedSolutions=2545549388 limitsChecked=1773983401
k=6 min=6 exploredSolutions=182300000 branchedSolutions=2546573649 limitsChecked=1774772283
k=6 min=6 exploredSolutions=182400000 branchedSolutions=2547597928 limitsChecked=1775561173
k=6 min=6 exploredSolutions=182500000 branchedSolutions=2548622204 limitsChecked=1776350061
k=6 min=6 exploredSolutions=182600000 branchedSolutions=2549646450 limitsChecked=1777138937
k=6 min=6 exploredSolutions=182700000 branchedSolutions=2550670733 limitsChecked=1777927829
k=6 min=6 exploredSolutions=182800000 branchedSolutions=2551694998 limitsChecked=1778716713
k=6 min=6 exploredSolutions=182900000 branchedSolutions=2552719249 limitsChecked=1779505591
k=6 min=6 exploredSolutions=183000000 branchedSolutions=2553743525 limitsChecked=1780294479
k=6 min=6 exploredSolutions=183100000 branchedSolutions=2554767804 limitsChecked=1781083369
k=6 min=6 exploredSolutions=183200000 branchedSolutions=2555792076 limitsChecked=1781872255
k=6 min=6 exploredSolutions=183300000 branchedSolutions=2556816325 limitsChecked=1782661133
k=6 min=6 exploredSolutions=183400000 branchedSolutions=2557840615 limitsChecked=1783450027
k=6 min=6 exploredSolutions=183500000 branchedSolutions=2558864881 limitsChecked=1784238911
k=6 min=6 exploredSolutions=183600000 branchedSolutions=2559889120 limitsChecked=1785027785
k=6 min=6 exploredSolutions=183700000 branchedSolutions=2560913397 limitsChecked=1785816673
k=6 min=6 exploredSolutions=183800000 branchedSolutions=2561937675 limitsChecked=1786605563
k=6 min=6 exploredSolutions=183900000 branchedSolutions=2562961936 limitsChecked=1787394445
k=6 min=6 exploredSolutions=184000000 branchedSolutions=2563986202 limitsChecked=1788183329
k=6 min=6 exploredSolutions=184100000 branchedSolutions=2565010497 limitsChecked=1788972225
k=6 min=6 exploredSolutions=184200000 branchedSolutions=2566034757 limitsChecked=1789761107
k=6 min=6 exploredSolutions=184300000 branchedSolutions=2567059008 limitsChecked=1790549985
k=6 min=6 exploredSolutions=184400000 branchedSolutions=2568083263 limitsChecked=1791338865
k=6 min=6 exploredSolutions=184500000 branchedSolutions=2569107581 limitsChecked=1792127772
k=6 min=6 exploredSolutions=184600000 branchedSolutions=2570131857 limitsChecked=1792916660
k=6 min=6 exploredSolutions=184700000 branchedSolutions=2571156116 limitsChecked=1793705542
k=6 min=6 exploredSolutions=184800000 branchedSolutions=2572180416 limitsChecked=1794494440
k=6 min=6 exploredSolutions=184900000 branchedSolutions=2573204661 limitsChecked=1795283316
k=6 min=6 exploredSolutions=185000000 branchedSolutions=2574228936 limitsChecked=1796072204
k=6 min=6 exploredSolutions=185100000 branchedSolutions=2575253224 limitsChecked=1796861098
k=6 min=6 exploredSolutions=185200000 branchedSolutions=2576277486 limitsChecked=1797649980
k=6 min=6 exploredSolutions=185300000 branchedSolutions=2577301755 limitsChecked=1798438866
k=6 min=6 exploredSolutions=185400000 branchedSolutions=2578325989 limitsChecked=1799227738
k=6 min=6 exploredSolutions=185500000 branchedSolutions=2579350288 limitsChecked=1800016636
k=6 min=6 exploredSolutions=185600000 branchedSolutions=2580374569 limitsChecked=1800805526
k=6 min=6 exploredSolutions=185700000 branchedSolutions=2581398825 limitsChecked=1801594406
k=6 min=6 exploredSolutions=185800000 branchedSolutions=2582423118 limitsChecked=1802383302
k=6 min=6 exploredSolutions=185900000 branchedSolutions=2583447388 limitsChecked=1803172188
k=6 min=6 exploredSolutions=186000000 branchedSolutions=2584471634 limitsChecked=1803961064
k=6 min=6 exploredSolutions=186100000 branchedSolutions=2585495909 limitsChecked=1804749952
k=6 min=6 exploredSolutions=186200000 branchedSolutions=2586520192 limitsChecked=1805538844
k=6 min=6 exploredSolutions=186300000 branchedSolutions=2587544452 limitsChecked=1806327726
k=6 min=6 exploredSolutions=186400000 branchedSolutions=2588568722 limitsChecked=1807116612
k=6 min=6 exploredSolutions=186500000 branchedSolutions=2589593010 limitsChecked=1807905506
k=6 min=6 exploredSolutions=186600000 branchedSolutions=2590617266 limitsChecked=1808694386
k=6 min=6 exploredSolutions=186700000 branchedSolutions=2591641551 limitsChecked=1809483278
k=6 min=6 exploredSolutions=186800000 branchedSolutions=2592665827 limitsChecked=1810272166
k=6 min=6 exploredSolutions=186900000 branchedSolutions=2593690115 limitsChecked=1811061060
k=6 min=6 exploredSolutions=187000000 branchedSolutions=2594714395 limitsChecked=1811849950
k=6 min=6 exploredSolutions=187100000 branchedSolutions=2595738650 limitsChecked=1812638830
k=6 min=6 exploredSolutions=187200000 branchedSolutions=2596762932 limitsChecked=1813427722
k=6 min=6 exploredSolutions=187300000 branchedSolutions=2597787212 limitsChecked=1814216612
k=6 min=6 exploredSolutions=187400000 branchedSolutions=2598811477 limitsChecked=1815005496
k=6 min=6 exploredSolutions=187500000 branchedSolutions=2599835747 limitsChecked=1815794382
k=6 min=6 exploredSolutions=187600000 branchedSolutions=2600860035 limitsChecked=1816583276
k=6 min=6 exploredSolutions=187700000 branchedSolutions=2601884351 limitsChecked=1817372181
k=6 min=6 exploredSolutions=187800000 branchedSolutions=2602908610 limitsChecked=1818161063
k=6 min=6 exploredSolutions=187900000 branchedSolutions=2603932899 limitsChecked=1818949957
k=6 min=6 exploredSolutions=188000000 branchedSolutions=2604957159 limitsChecked=1819738839
k=6 min=6 exploredSolutions=188100000 branchedSolutions=2605981418 limitsChecked=1820527721
k=6 min=6 exploredSolutions=188200000 branchedSolutions=2607005722 limitsChecked=1821316621
k=6 min=6 exploredSolutions=188300000 branchedSolutions=2608029967 limitsChecked=1822105497
k=6 min=6 exploredSolutions=188400000 branchedSolutions=2609054227 limitsChecked=1822894379
k=6 min=6 exploredSolutions=188500000 branchedSolutions=2610078499 limitsChecked=1823683265
k=6 min=6 exploredSolutions=188600000 branchedSolutions=2611102798 limitsChecked=1824472163
k=6 min=6 exploredSolutions=188700000 branchedSolutions=2612127062 limitsChecked=1825261047
k=6 min=6 exploredSolutions=188800000 branchedSolutions=2613151324 limitsChecked=1826049929
k=6 min=6 exploredSolutions=188900000 branchedSolutions=2614175607 limitsChecked=1826838821
k=6 min=6 exploredSolutions=189000000 branchedSolutions=2615199855 limitsChecked=1827627699
k=6 min=6 exploredSolutions=189100000 branchedSolutions=2616224126 limitsChecked=1828416585
k=6 min=6 exploredSolutions=189200000 branchedSolutions=2617248407 limitsChecked=1829205475
k=6 min=6 exploredSolutions=189300000 branchedSolutions=2618272691 limitsChecked=1829994367
k=6 min=6 exploredSolutions=189400000 branchedSolutions=2619296941 limitsChecked=1830783245
k=6 min=6 exploredSolutions=189500000 branchedSolutions=2620321221 limitsChecked=1831572135
k=6 min=6 exploredSolutions=189600000 branchedSolutions=2621345505 limitsChecked=1832361027
k=6 min=6 exploredSolutions=189700000 branchedSolutions=2622369776 limitsChecked=1833149913
k=6 min=6 exploredSolutions=189800000 branchedSolutions=2623394030 limitsChecked=1833938793
k=6 min=6 exploredSolutions=189900000 branchedSolutions=2624418269 limitsChecked=1834727667
k=6 min=6 exploredSolutions=190000000 branchedSolutions=2625442610 limitsChecked=1835516581
k=6 min=6 exploredSolutions=190100000 branchedSolutions=2626466874 limitsChecked=1836305465
k=6 min=6 exploredSolutions=190200000 branchedSolutions=2627491140 limitsChecked=1837094349
k=6 min=6 exploredSolutions=190300000 branchedSolutions=2628515433 limitsChecked=1837883245
k=6 min=6 exploredSolutions=190400000 branchedSolutions=2629539723 limitsChecked=1838672139
k=6 min=6 exploredSolutions=190500000 branchedSolutions=2630563973 limitsChecked=1839461017
k=6 min=6 exploredSolutions=190600000 branchedSolutions=2631588243 limitsChecked=1840249903
k=6 min=6 exploredSolutions=190700000 branchedSolutions=2632612536 limitsChecked=1841038799
k=6 min=6 exploredSolutions=190800000 branchedSolutions=2633636785 limitsChecked=1841827677
k=6 min=6 exploredSolutions=190900000 branchedSolutions=2634661104 limitsChecked=1842616583
k=6 min=6 exploredSolutions=191000000 branchedSolutions=2635685387 limitsChecked=1843405475
k=6 min=6 exploredSolutions=191100000 branchedSolutions=2636709638 limitsChecked=1844194353
k=6 min=6 exploredSolutions=191200000 branchedSolutions=2637733907 limitsChecked=1844983239
k=6 min=6 exploredSolutions=191300000 branchedSolutions=2638758212 limitsChecked=1845772139
k=6 min=6 exploredSolutions=191400000 branchedSolutions=2639782462 limitsChecked=1846561017
k=6 min=6 exploredSolutions=191500000 branchedSolutions=2640806727 limitsChecked=1847349901
k=6 min=6 exploredSolutions=191600000 branchedSolutions=2641830977 limitsChecked=1848138779
k=6 min=6 exploredSolutions=191700000 branchedSolutions=2642855271 limitsChecked=1848927675
k=6 min=6 exploredSolutions=191800000 branchedSolutions=2643879546 limitsChecked=1849716563
k=6 min=6 exploredSolutions=191900000 branchedSolutions=2644903806 limitsChecked=1850505445
k=6 min=6 exploredSolutions=192000000 branchedSolutions=2645928090 limitsChecked=1851294337
k=6 min=6 exploredSolutions=192100000 branchedSolutions=2646952355 limitsChecked=1852083221
k=6 min=6 exploredSolutions=192200000 branchedSolutions=2647976621 limitsChecked=1852872105
k=6 min=6 exploredSolutions=192300000 branchedSolutions=2649000880 limitsChecked=1853660987
k=6 min=6 exploredSolutions=192400000 branchedSolutions=2650025204 limitsChecked=1854449895
k=6 min=6 exploredSolutions=192500000 branchedSolutions=2651049464 limitsChecked=1855238777
k=6 min=6 exploredSolutions=192600000 branchedSolutions=2652073722 limitsChecked=1856027659
k=6 min=6 exploredSolutions=192700000 branchedSolutions=2653098021 limitsChecked=1856816557
k=6 min=6 exploredSolutions=192800000 branchedSolutions=2654122286 limitsChecked=1857605441
k=6 min=6 exploredSolutions=192900000 branchedSolutions=2655146556 limitsChecked=1858394327
k=6 min=6 exploredSolutions=193000000 branchedSolutions=2656170816 limitsChecked=1859183209
k=6 min=6 exploredSolutions=193100000 branchedSolutions=2657195176 limitsChecked=1859972132
k=6 min=6 exploredSolutions=193200000 branchedSolutions=2658219425 limitsChecked=1860761010
k=6 min=6 exploredSolutions=193300000 branchedSolutions=2659243682 limitsChecked=1861549890
